INSERT INTO BUSSCHEDULE VALUES ('SE0001', 'R004', 'D009', 'FBG6123', TO_DATE('01-JAN-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('22:46', 'HH24:MI'), 'ON TIME', 22);
INSERT INTO BUSSCHEDULE VALUES ('SE2269', 'R004', 'D007', 'IDO7977', TO_DATE('03-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('20:45', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2270', 'R009', 'D005', 'FMA5211', TO_DATE('03-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('20:54', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2271', 'R002', 'D024', 'HLL5666', TO_DATE('04-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('13:25', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2272', 'R008', 'D006', 'HGG3653', TO_DATE('06-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('14:41', 'HH24:MI'), 'DELAYED', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2273', 'R009', 'D012', 'FBG6123', TO_DATE('06-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('15:36', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2274', 'R007', 'D016', 'HLL5666', TO_DATE('07-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('18:49', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2275', 'R002', 'D014', 'GIH5437', TO_DATE('07-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('19:56', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2276', 'R008', 'D016', 'AOI9521', TO_DATE('07-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:12', 'HH24:MI'), 'DELAYED', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2277', 'R005', 'D006', 'EAK2589', TO_DATE('08-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('14:46', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2278', 'R006', 'D002', 'HNF8387', TO_DATE('08-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('21:17', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2279', 'R008', 'D038', 'MKE1591', TO_DATE('08-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('21:31', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2280', 'R007', 'D026', 'BCN4749', TO_DATE('09-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('13:45', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2281', 'R002', 'D009', 'CGI2532', TO_DATE('09-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('18:33', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2282', 'R008', 'D019', 'HBD9947', TO_DATE('10-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('10:47', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2283', 'R004', 'D003', 'JLG8441', TO_DATE('10-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('18:34', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2284', 'R006', 'D017', 'IDO7977', TO_DATE('10-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('19:16', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2285', 'R008', 'D023', 'BAJ1333', TO_DATE('10-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('21:23', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2286', 'R005', 'D027', 'KOE8352', TO_DATE('11-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('12:45', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2287', 'R008', 'D021', 'EAK2589', TO_DATE('11-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('19:36', 'HH24:MI'), 'DELAYED', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2288', 'R001', 'D031', 'GIH5437', TO_DATE('11-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('21:37', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2289', 'R009', 'D006', 'KOE8352', TO_DATE('12-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('15:39', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2290', 'R003', 'D034', 'ILD8716', TO_DATE('12-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('19:16', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2291', 'R001', 'D024', 'MKE1591', TO_DATE('12-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('20:49', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2292', 'R008', 'D028', 'JLG8441', TO_DATE('14-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('15:45', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2293', 'R003', 'D037', 'FMA5211', TO_DATE('14-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:53', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2294', 'R006', 'D014', 'KCD9945', TO_DATE('15-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('13:46', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2295', 'R006', 'D010', 'IDO7977', TO_DATE('16-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('15:38', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2296', 'R002', 'D011', 'IDO7977', TO_DATE('17-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('19:24', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2297', 'R009', 'D009', 'KLM1684', TO_DATE('17-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:53', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2298', 'R004', 'D034', 'CJF1753', TO_DATE('17-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:59', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2299', 'R008', 'D001', 'KLM1684', TO_DATE('17-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:59', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2300', 'R007', 'D019', 'LOG2731', TO_DATE('18-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('19:20', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2301', 'R002', 'D033', 'HNF8387', TO_DATE('18-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:23', 'HH24:MI'), 'DELAYED', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2302', 'R008', 'D009', 'BAJ1333', TO_DATE('18-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:50', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2303', 'R005', 'D029', 'KOE8352', TO_DATE('18-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:50', 'HH24:MI'), 'DELAYED', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2304', 'R002', 'D034', 'LHI8711', TO_DATE('19-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('10:19', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2305', 'R007', 'D002', 'ILD8716', TO_DATE('19-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('21:37', 'HH24:MI'), 'DELAYED', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2306', 'R001', 'D012', 'HNF8387', TO_DATE('20-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('18:27', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2307', 'R006', 'D028', 'OHI2258', TO_DATE('20-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('19:31', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2308', 'R009', 'D031', 'CGI2532', TO_DATE('20-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('20:48', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2309', 'R004', 'D028', 'HNF8387', TO_DATE('21-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('13:12', 'HH24:MI'), 'DELAYED', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2310', 'R002', 'D006', 'JLG8441', TO_DATE('21-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('15:29', 'HH24:MI'), 'DELAYED', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2311', 'R004', 'D016', 'KOE8352', TO_DATE('22-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('12:16', 'HH24:MI'), 'DELAYED', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2312', 'R002', 'D015', 'MKE1591', TO_DATE('22-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('19:43', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2313', 'R001', 'D036', 'KOE8352', TO_DATE('22-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('19:50', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2314', 'R007', 'D010', 'HNF8387', TO_DATE('22-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:12', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2315', 'R010', 'D030', 'KOE8352', TO_DATE('23-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('14:48', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2316', 'R003', 'D009', 'ILD8716', TO_DATE('23-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('20:55', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2317', 'R009', 'D002', 'FGD4177', TO_DATE('23-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:31', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2318', 'R005', 'D004', 'CIH6968', TO_DATE('23-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:42', 'HH24:MI'), 'CANCELLED', 25);
INSERT INTO BUSSCHEDULE VALUES ('SE2319', 'R004', 'D032', 'JKE9495', TO_DATE('24-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('19:25', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2320', 'R006', 'D009', 'EAK2589', TO_DATE('24-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:14', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2321', 'R004', 'D027', 'JLG8441', TO_DATE('24-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:53', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2322', 'R010', 'D005', 'KOE8352', TO_DATE('24-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:56', 'HH24:MI'), 'DELAYED', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2323', 'R010', 'D015', 'HNF8387', TO_DATE('25-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('20:27', 'HH24:MI'), 'DELAYED', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2324', 'R001', 'D032', 'LHI8711', TO_DATE('25-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:30', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2325', 'R007', 'D033', 'JKE9495', TO_DATE('25-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:45', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2326', 'R009', 'D002', 'AOI9521', TO_DATE('25-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:50', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2327', 'R010', 'D012', 'ILD8716', TO_DATE('26-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('17:13', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2328', 'R008', 'D011', 'BCN4749', TO_DATE('26-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('18:24', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2329', 'R003', 'D010', 'OHI2258', TO_DATE('26-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('18:45', 'HH24:MI'), 'CANCELLED', 20);
INSERT INTO BUSSCHEDULE VALUES ('SE2330', 'R001', 'D029', 'IDO7977', TO_DATE('26-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('21:42', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2331', 'R005', 'D023', 'KJB8298', TO_DATE('27-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('15:41', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2332', 'R001', 'D004', 'LOG2731', TO_DATE('27-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('18:40', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2333', 'R004', 'D035', 'IDO7977', TO_DATE('27-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('19:57', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2334', 'R005', 'D037', 'ILD8716', TO_DATE('27-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('21:45', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2335', 'R005', 'D010', 'ELJ4854', TO_DATE('28-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('18:33', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2336', 'R004', 'D005', 'HGG3653', TO_DATE('29-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('15:25', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2337', 'R006', 'D022', 'EAK2589', TO_DATE('29-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('16:50', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2338', 'R006', 'D020', 'AOI9521', TO_DATE('30-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('10:52', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2339', 'R008', 'D002', 'BAJ1333', TO_DATE('31-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:28', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2340', 'R003', 'D039', 'LHI8711', TO_DATE('31-OCT-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:50', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2341', 'R002', 'D040', 'LHI8711', TO_DATE('01-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('20:12', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2342', 'R005', 'D030', 'HGA1514', TO_DATE('02-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('12:19', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2343', 'R007', 'D022', 'BCN4749', TO_DATE('02-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('20:44', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2344', 'R002', 'D026', 'IDO7977', TO_DATE('02-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:27', 'HH24:MI'), 'DELAYED', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2345', 'R009', 'D027', 'HGA1514', TO_DATE('02-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:55', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2346', 'R003', 'D016', 'FMA5211', TO_DATE('03-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('20:15', 'HH24:MI'), 'DELAYED', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2347', 'R006', 'D025', 'AOI9521', TO_DATE('03-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('20:59', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2348', 'R001', 'D039', 'BAJ1333', TO_DATE('03-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('20:59', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2349', 'R007', 'D032', 'LHI8711', TO_DATE('04-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('21:20', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2350', 'R008', 'D022', 'OHI2258', TO_DATE('05-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('13:12', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2351', 'R006', 'D022', 'JKE9495', TO_DATE('06-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('10:26', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2352', 'R009', 'D039', 'HGG3653', TO_DATE('07-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:23', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2353', 'R008', 'D040', 'HLL5666', TO_DATE('09-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:16', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2354', 'R002', 'D017', 'IDO7977', TO_DATE('09-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:20', 'HH24:MI'), 'DELAYED', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2355', 'R001', 'D005', 'CGI2532', TO_DATE('09-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:50', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2356', 'R004', 'D013', 'OHI2258', TO_DATE('09-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:53', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2357', 'R002', 'D004', 'GIH5437', TO_DATE('10-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('16:31', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2358', 'R010', 'D039', 'HNF8387', TO_DATE('10-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('18:13', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2359', 'R007', 'D002', 'HGG3653', TO_DATE('10-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('20:37', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2360', 'R010', 'D023', 'BAJ1333', TO_DATE('10-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:31', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2361', 'R003', 'D026', 'KJB8298', TO_DATE('12-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('16:23', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2362', 'R007', 'D003', 'JLG8441', TO_DATE('12-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:59', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2363', 'R002', 'D017', 'KCD9945', TO_DATE('12-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:59', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2364', 'R001', 'D023', 'BAJ1333', TO_DATE('14-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('14:26', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2365', 'R002', 'D005', 'JKE9495', TO_DATE('14-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('15:10', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2366', 'R001', 'D015', 'ILD8716', TO_DATE('14-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:15', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2367', 'R004', 'D006', 'KJB8298', TO_DATE('14-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:27', 'HH24:MI'), 'DELAYED', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2368', 'R009', 'D011', 'MKE1591', TO_DATE('15-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('21:15', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2369', 'R001', 'D024', 'HGG3653', TO_DATE('15-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:36', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2370', 'R009', 'D030', 'LHI8711', TO_DATE('15-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:48', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2371', 'R004', 'D030', 'KCD9945', TO_DATE('17-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('13:34', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2372', 'R003', 'D033', 'HLL5666', TO_DATE('17-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('14:26', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2373', 'R009', 'D037', 'GIH5437', TO_DATE('17-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('19:52', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2374', 'R002', 'D040', 'KLM1684', TO_DATE('17-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('21:58', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2375', 'R007', 'D040', 'FMA5211', TO_DATE('19-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('17:46', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2376', 'R001', 'D005', 'OHI2258', TO_DATE('19-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('18:44', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2377', 'R007', 'D036', 'HGA1514', TO_DATE('19-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('18:44', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2378', 'R003', 'D013', 'KJB8298', TO_DATE('20-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('16:13', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2379', 'R005', 'D028', 'BCN4749', TO_DATE('20-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('17:33', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2380', 'R004', 'D029', 'HLL5666', TO_DATE('20-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('21:23', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2381', 'R009', 'D027', 'FMA5211', TO_DATE('22-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('18:41', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2382', 'R008', 'D004', 'HBD9947', TO_DATE('22-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('18:50', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2383', 'R003', 'D017', 'LOG2731', TO_DATE('22-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:10', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2384', 'R005', 'D011', 'HNF8387', TO_DATE('22-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:28', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2385', 'R008', 'D019', 'EAK2589', TO_DATE('24-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('17:43', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2386', 'R001', 'D031', 'CJF1753', TO_DATE('24-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('19:51', 'HH24:MI'), 'DELAYED', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2387', 'R003', 'D025', 'KCD9945', TO_DATE('24-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('21:22', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2388', 'R006', 'D005', 'FGD4177', TO_DATE('24-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('21:38', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2389', 'R009', 'D030', 'ELJ4854', TO_DATE('25-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('17:20', 'HH24:MI'), 'ON TIME', 0);
