INSERT INTO TRANSACTION VALUES ('T00001', 'M1416', TO_DATE('01-Dec-2017', 'DD/MM/YYYY'), 49.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22188', 'M0292', TO_DATE('24-Jan-2021', 'DD/MM/YYYY'), 130.2, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22189', 'M1378', TO_DATE('24-Jan-2021', 'DD/MM/YYYY'), 26.3, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22190', 'M1055', TO_DATE('24-Jan-2021', 'DD/MM/YYYY'), 123.7, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22191', 'M0395', TO_DATE('24-Jan-2021', 'DD/MM/YYYY'), 130.0, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22192', 'M0923', TO_DATE('24-Jan-2021', 'DD/MM/YYYY'), 45.5, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22193', 'M0735', TO_DATE('24-Jan-2021', 'DD/MM/YYYY'), 38.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22194', 'M1244', TO_DATE('24-Jan-2021', 'DD/MM/YYYY'), 38.4, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22195', 'M0407', TO_DATE('24-Jan-2021', 'DD/MM/YYYY'), 161.6, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22196', 'M0102', TO_DATE('24-Jan-2021', 'DD/MM/YYYY'), 124.1, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22197', 'M1331', TO_DATE('24-Jan-2021', 'DD/MM/YYYY'), 25.7, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22198', 'M0650', TO_DATE('24-Jan-2021', 'DD/MM/YYYY'), 34.6, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22199', 'M0525', TO_DATE('24-Jan-2021', 'DD/MM/YYYY'), 61.1, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22200', 'M0592', TO_DATE('24-Jan-2021', 'DD/MM/YYYY'), 214.9, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22201', 'M0916', TO_DATE('24-Jan-2021', 'DD/MM/YYYY'), 63.0, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22202', 'M1335', TO_DATE('25-Jan-2021', 'DD/MM/YYYY'), 32.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22203', 'M0504', TO_DATE('25-Jan-2021', 'DD/MM/YYYY'), 102.2, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22204', 'M1227', TO_DATE('25-Jan-2021', 'DD/MM/YYYY'), 135.0, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22205', 'M1256', TO_DATE('25-Jan-2021', 'DD/MM/YYYY'), 99.8, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22206', 'M0851', TO_DATE('25-Jan-2021', 'DD/MM/YYYY'), 32.4, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22207', 'M1359', TO_DATE('25-Jan-2021', 'DD/MM/YYYY'), 27.7, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22208', 'M0063', TO_DATE('25-Jan-2021', 'DD/MM/YYYY'), 161.2, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22209', 'M0752', TO_DATE('25-Jan-2021', 'DD/MM/YYYY'), 105.9, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22210', 'M0546', TO_DATE('25-Jan-2021', 'DD/MM/YYYY'), 79.9, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22211', 'M0950', TO_DATE('25-Jan-2021', 'DD/MM/YYYY'), 36.0, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22212', 'M0058', TO_DATE('25-Jan-2021', 'DD/MM/YYYY'), 43.0, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22213', 'M0862', TO_DATE('25-Jan-2021', 'DD/MM/YYYY'), 23.7, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22214', 'M0388', TO_DATE('25-Jan-2021', 'DD/MM/YYYY'), 137.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22215', 'M0517', TO_DATE('25-Jan-2021', 'DD/MM/YYYY'), 14.6, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22216', 'M1218', TO_DATE('25-Jan-2021', 'DD/MM/YYYY'), 62.2, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22217', 'M1221', TO_DATE('25-Jan-2021', 'DD/MM/YYYY'), 53.9, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22218', 'M1372', TO_DATE('25-Jan-2021', 'DD/MM/YYYY'), 36.0, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22219', 'M1475', TO_DATE('25-Jan-2021', 'DD/MM/YYYY'), 55.3, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22220', 'M0066', TO_DATE('25-Jan-2021', 'DD/MM/YYYY'), 81.3, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22221', 'M0900', TO_DATE('25-Jan-2021', 'DD/MM/YYYY'), 37.3, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22222', 'M0738', TO_DATE('25-Jan-2021', 'DD/MM/YYYY'), 37.7, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22223', 'M0427', TO_DATE('25-Jan-2021', 'DD/MM/YYYY'), 10.3, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22224', 'M0110', TO_DATE('25-Jan-2021', 'DD/MM/YYYY'), 24.8, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22225', 'M0783', TO_DATE('25-Jan-2021', 'DD/MM/YYYY'), 38.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22226', 'M1465', TO_DATE('25-Jan-2021', 'DD/MM/YYYY'), 48.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22227', 'M0259', TO_DATE('25-Jan-2021', 'DD/MM/YYYY'), 23.3, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22228', 'M0471', TO_DATE('25-Jan-2021', 'DD/MM/YYYY'), 184.6, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22229', 'M0112', TO_DATE('25-Jan-2021', 'DD/MM/YYYY'), 63.6, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22230', 'M1252', TO_DATE('25-Jan-2021', 'DD/MM/YYYY'), 48.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22231', 'M1241', TO_DATE('25-Jan-2021', 'DD/MM/YYYY'), 47.0, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22232', 'M0793', TO_DATE('25-Jan-2021', 'DD/MM/YYYY'), 26.3, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22233', 'M0427', TO_DATE('25-Jan-2021', 'DD/MM/YYYY'), 38.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22234', 'M1150', TO_DATE('25-Jan-2021', 'DD/MM/YYYY'), 191.5, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22235', 'M0053', TO_DATE('25-Jan-2021', 'DD/MM/YYYY'), 175.2, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22236', 'M0404', TO_DATE('25-Jan-2021', 'DD/MM/YYYY'), 46.9, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22237', 'M0080', TO_DATE('26-Jan-2021', 'DD/MM/YYYY'), 111.6, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22238', 'M0404', TO_DATE('26-Jan-2021', 'DD/MM/YYYY'), 88.5, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22239', 'M0289', TO_DATE('26-Jan-2021', 'DD/MM/YYYY'), 21.2, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22240', 'M0163', TO_DATE('26-Jan-2021', 'DD/MM/YYYY'), 50.6, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22241', 'M0672', TO_DATE('26-Jan-2021', 'DD/MM/YYYY'), 26.3, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22242', 'M0717', TO_DATE('26-Jan-2021', 'DD/MM/YYYY'), 62.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22243', 'M0616', TO_DATE('27-Jan-2021', 'DD/MM/YYYY'), 10.3, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22244', 'M0562', TO_DATE('27-Jan-2021', 'DD/MM/YYYY'), 34.6, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22245', 'M0971', TO_DATE('27-Jan-2021', 'DD/MM/YYYY'), 18.2, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22246', 'M1491', TO_DATE('27-Jan-2021', 'DD/MM/YYYY'), 104.3, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22247', 'M0224', TO_DATE('27-Jan-2021', 'DD/MM/YYYY'), 32.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22248', 'M1406', TO_DATE('27-Jan-2021', 'DD/MM/YYYY'), 158.9, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22249', 'M0351', TO_DATE('27-Jan-2021', 'DD/MM/YYYY'), 15.9, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22250', 'M0395', TO_DATE('27-Jan-2021', 'DD/MM/YYYY'), 36.0, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22251', 'M0972', TO_DATE('27-Jan-2021', 'DD/MM/YYYY'), 58.1, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22252', 'M0549', TO_DATE('27-Jan-2021', 'DD/MM/YYYY'), 132.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22253', 'M1227', TO_DATE('27-Jan-2021', 'DD/MM/YYYY'), 18.2, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22254', 'M0743', TO_DATE('27-Jan-2021', 'DD/MM/YYYY'), 93.9, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22255', 'M0897', TO_DATE('27-Jan-2021', 'DD/MM/YYYY'), 49.4, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22256', 'M1108', TO_DATE('27-Jan-2021', 'DD/MM/YYYY'), 62.6, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22257', 'M0579', TO_DATE('27-Jan-2021', 'DD/MM/YYYY'), 21.2, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22258', 'M0269', TO_DATE('27-Jan-2021', 'DD/MM/YYYY'), 80.0, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22259', 'M1298', TO_DATE('27-Jan-2021', 'DD/MM/YYYY'), 85.8, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22260', 'M0811', TO_DATE('27-Jan-2021', 'DD/MM/YYYY'), 161.7, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22261', 'M0736', TO_DATE('27-Jan-2021', 'DD/MM/YYYY'), 88.0, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22262', 'M1069', TO_DATE('27-Jan-2021', 'DD/MM/YYYY'), 97.9, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22263', 'M0484', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 14.6, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22264', 'M0080', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 90.7, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22265', 'M0006', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 66.8, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22266', 'M0936', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 47.0, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22267', 'M0436', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 62.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22268', 'M1060', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 48.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22269', 'M0616', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 55.9, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22270', 'M0263', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 32.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22271', 'M0384', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 69.4, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22272', 'M1415', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 110.6, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22273', 'M0594', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 32.2, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22274', 'M0908', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 51.4, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22275', 'M0639', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 133.3, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22276', 'M1354', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 111.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22277', 'M0518', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 95.7, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22278', 'M0743', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 197.1, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22279', 'M1252', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 72.5, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22280', 'M0472', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 21.2, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22281', 'M0765', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 24.8, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22282', 'M1133', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 25.7, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22283', 'M0889', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 60.9, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22284', 'M0502', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 195.5, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22285', 'M0977', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 71.5, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22286', 'M0722', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 52.8, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22287', 'M0838', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 72.0, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22288', 'M0914', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 143.0, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22289', 'M1121', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 47.8, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22290', 'M1120', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 85.2, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22291', 'M1423', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 33.7, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22292', 'M0323', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 48.8, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22293', 'M0653', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 18.2, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22294', 'M0993', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 57.9, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22295', 'M0185', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 122.9, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22296', 'M0460', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 52.8, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22297', 'M0870', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 32.2, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22298', 'M0883', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 68.6, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22299', 'M0507', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 48.2, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22300', 'M0222', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 23.8, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22301', 'M1078', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 32.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22302', 'M0457', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 66.1, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22303', 'M0852', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 45.5, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22304', 'M1322', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 48.1, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22305', 'M1064', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 225.7, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22306', 'M0252', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 84.5, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22307', 'M0827', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 40.9, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22308', 'M0512', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 72.4, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22309', 'M0230', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 82.5, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22310', 'M1286', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 71.5, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22311', 'M0093', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 23.7, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22312', 'M0243', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 37.3, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22313', 'M1030', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 24.8, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22314', 'M0908', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 100.3, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22315', 'M0165', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 43.0, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22316', 'M0591', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 42.5, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22317', 'M0285', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 20.6, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22318', 'M0466', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 69.4, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22319', 'M1118', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 36.0, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22320', 'M0130', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 135.0, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22321', 'M0226', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 18.2, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22322', 'M0019', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 117.6, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22323', 'M0008', TO_DATE('28-Jan-2021', 'DD/MM/YYYY'), 96.0, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22324', 'M0854', TO_DATE('29-Jan-2021', 'DD/MM/YYYY'), 32.2, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22325', 'M0496', TO_DATE('29-Jan-2021', 'DD/MM/YYYY'), 43.6, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22326', 'M1425', TO_DATE('29-Jan-2021', 'DD/MM/YYYY'), 86.3, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22327', 'M0007', TO_DATE('29-Jan-2021', 'DD/MM/YYYY'), 93.8, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22328', 'M0274', TO_DATE('29-Jan-2021', 'DD/MM/YYYY'), 70.6, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22329', 'M0952', TO_DATE('29-Jan-2021', 'DD/MM/YYYY'), 250.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22330', 'M1055', TO_DATE('29-Jan-2021', 'DD/MM/YYYY'), 23.7, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22331', 'M0771', TO_DATE('29-Jan-2021', 'DD/MM/YYYY'), 29.6, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22332', 'M0641', TO_DATE('30-Jan-2021', 'DD/MM/YYYY'), 59.2, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22333', 'M0900', TO_DATE('30-Jan-2021', 'DD/MM/YYYY'), 15.9, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22334', 'M1153', TO_DATE('30-Jan-2021', 'DD/MM/YYYY'), 76.7, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22335', 'M1231', TO_DATE('30-Jan-2021', 'DD/MM/YYYY'), 49.0, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22336', 'M0494', TO_DATE('30-Jan-2021', 'DD/MM/YYYY'), 10.4, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22337', 'M1092', TO_DATE('30-Jan-2021', 'DD/MM/YYYY'), 42.4, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22338', 'M0976', TO_DATE('30-Jan-2021', 'DD/MM/YYYY'), 112.1, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22339', 'M0929', TO_DATE('30-Jan-2021', 'DD/MM/YYYY'), 29.6, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22340', 'M0219', TO_DATE('30-Jan-2021', 'DD/MM/YYYY'), 209.7, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22341', 'M0644', TO_DATE('30-Jan-2021', 'DD/MM/YYYY'), 67.3, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22342', 'M1336', TO_DATE('30-Jan-2021', 'DD/MM/YYYY'), 39.2, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22343', 'M1319', TO_DATE('30-Jan-2021', 'DD/MM/YYYY'), 36.4, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22344', 'M0595', TO_DATE('31-Jan-2021', 'DD/MM/YYYY'), 143.9, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22345', 'M0798', TO_DATE('31-Jan-2021', 'DD/MM/YYYY'), 37.3, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22346', 'M0642', TO_DATE('31-Jan-2021', 'DD/MM/YYYY'), 47.6, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22347', 'M1149', TO_DATE('31-Jan-2021', 'DD/MM/YYYY'), 47.8, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22348', 'M1464', TO_DATE('31-Jan-2021', 'DD/MM/YYYY'), 168.0, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22349', 'M0130', TO_DATE('31-Jan-2021', 'DD/MM/YYYY'), 32.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22350', 'M0820', TO_DATE('31-Jan-2021', 'DD/MM/YYYY'), 54.2, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22351', 'M1196', TO_DATE('31-Jan-2021', 'DD/MM/YYYY'), 15.9, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22352', 'M1194', TO_DATE('31-Jan-2021', 'DD/MM/YYYY'), 36.6, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22353', 'M0085', TO_DATE('31-Jan-2021', 'DD/MM/YYYY'), 59.8, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22354', 'M0939', TO_DATE('31-Jan-2021', 'DD/MM/YYYY'), 95.8, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22355', 'M0091', TO_DATE('31-Jan-2021', 'DD/MM/YYYY'), 85.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22356', 'M1330', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 29.6, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22357', 'M0988', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 24.8, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22358', 'M0675', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 93.3, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22359', 'M0771', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 154.4, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22360', 'M0483', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 73.3, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22361', 'M1209', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 140.3, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22362', 'M0836', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 24.8, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22363', 'M0863', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 85.8, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22364', 'M1104', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 23.7, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22365', 'M0929', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 47.8, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22366', 'M0076', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 110.6, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22367', 'M0311', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 25.7, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22368', 'M0372', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 24.8, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22369', 'M0459', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 18.2, 'Debit Card/Credit Card');
